Order Date,Order Date,Customer ID,Segment,City,State,State_code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
11-07-2012,Second Class,SC-20380,Consumer,Seattle,Washington,WA,West,Office Supplies,Binders,98.352,3,0.2,34.4232
04-12-2014,Standard Class,CS-12460,Consumer,New York City,New York,NY,East,Office Supplies,Binders,83.92,5,0.2,29.372
04-12-2014,Standard Class,CS-12460,Consumer,New York City,New York,NY,East,Office Supplies,Binders,14.624,2,0.2,5.1184
04-12-2014,Standard Class,CS-12460,Consumer,New York City,New York,NY,East,Technology,Phones,136.99,1,0,36.9873
04-12-2014,Standard Class,CS-12460,Consumer,New York City,New York,NY,East,Office Supplies,Labels,3.15,1,0,1.512
05-05-2014,Standard Class,MK-18160,Consumer,Newport News,Virginia,VA,South,Office Supplies,Paper,9.11,1,0,4.0995
05-05-2014,Standard Class,MK-18160,Consumer,Newport News,Virginia,VA,South,Office Supplies,Storage,571.44,4,0,165.7176
05-05-2014,Standard Class,MK-18160,Consumer,Newport News,Virginia,VA,South,Office Supplies,Paper,32.4,5,0,15.552
05-05-2014,Standard Class,MK-18160,Consumer,Newport News,Virginia,VA,South,Office Supplies,Storage,16.91,1,0,4.5657
22-01-2013,Standard Class,CM-11935,Consumer,Fayetteville,North Carolina,NC,South,Furniture,Furnishings,14.272,8,0.2,4.2816
22-01-2013,Standard Class,CM-11935,Consumer,Fayetteville,North Carolina,NC,South,Furniture,Bookcases,451.136,4,0.2,-67.6704
22-01-2013,Standard Class,CM-11935,Consumer,Fayetteville,North Carolina,NC,South,Office Supplies,Appliances,64.864,4,0.2,6.4864
04-11-2013,First Class,PF-19225,Consumer,Los Angeles,California,CA,West,Furniture,Chairs,217.584,2,0.2,-29.9178
04-11-2013,First Class,PF-19225,Consumer,Los Angeles,California,CA,West,Technology,Accessories,82.95,5,0,29.0325
04-11-2013,First Class,PF-19225,Consumer,Los Angeles,California,CA,West,Office Supplies,Labels,87.71,7,0,41.2237
04-11-2013,First Class,PF-19225,Consumer,Los Angeles,California,CA,West,Office Supplies,Appliances,1101.48,4,0,429.5772
05-09-2014,Second Class,GM-14695,Corporate,Los Angeles,California,CA,West,Furniture,Tables,1322.352,3,0.2,-99.1764
13-09-2011,Standard Class,DC-12850,Consumer,New York City,New York,NY,East,Office Supplies,Art,5.46,3,0,1.4742
20-06-2014,Standard Class,FO-14305,Consumer,Dallas,Texas,TX,Central,Office Supplies,Supplies,11.184,1,0.2,0.8388
20-06-2014,Standard Class,FO-14305,Consumer,Dallas,Texas,TX,Central,Office Supplies,Storage,153.584,2,0.2,-32.6366
25-12-2014,Standard Class,AH-10210,Consumer,Seattle,Washington,WA,West,Office Supplies,Storage,1003.62,6,0,0
29-08-2014,Standard Class,KN-16705,Home Office,Seattle,Washington,WA,West,Technology,Phones,35.168,4,0.2,11.4296
29-08-2014,Standard Class,KN-16705,Home Office,Seattle,Washington,WA,West,Furniture,Tables,1137.75,5,0,250.305
29-08-2014,Standard Class,KN-16705,Home Office,Seattle,Washington,WA,West,Office Supplies,Binders,99.68,5,0.2,32.396
29-08-2014,Standard Class,KN-16705,Home Office,Seattle,Washington,WA,West,Office Supplies,Art,5.56,2,0,1.4456
02-01-2012,Second Class,CB-12535,Corporate,Newark,Delaware,DE,East,Office Supplies,Storage,85.52,2,0,22.2352
02-01-2012,Second Class,CB-12535,Corporate,Newark,Delaware,DE,East,Office Supplies,Art,9.84,3,0,2.6568
02-01-2012,Second Class,CB-12535,Corporate,Newark,Delaware,DE,East,Office Supplies,Paper,20.04,3,0,9.6192
09-10-2012,Second Class,TB-21250,Consumer,New York City,New York,NY,East,Technology,Phones,631.96,4,0,303.3408
09-10-2012,Second Class,TB-21250,Consumer,New York City,New York,NY,East,Office Supplies,Paper,23.92,4,0,10.764
13-12-2011,Second Class,KD-16345,Consumer,Los Angeles,California,CA,West,Office Supplies,Paper,90.24,6,0,41.5104
19-11-2011,Standard Class,JM-15865,Consumer,Jamestown,New York,NY,East,Technology,Phones,4548.81,7,0,1228.1787
11-09-2013,Second Class,KT-16480,Consumer,Houston,Texas,TX,Central,Furniture,Tables,300.93,5,0.3,-34.392
11-09-2013,Second Class,KT-16480,Consumer,Houston,Texas,TX,Central,Technology,Phones,719.96,5,0.2,53.997
16-06-2011,Standard Class,SC-20575,Consumer,Mishawaka,Indiana,IN,Central,Furniture,Chairs,647.84,8,0,32.392
26-09-2012,Standard Class,BS-11800,Home Office,San Diego,California,CA,West,Office Supplies,Storage,64.17,3,0,18.6093
26-09-2012,Standard Class,BS-11800,Home Office,San Diego,California,CA,West,Office Supplies,Envelopes,124.46,2,0,58.4962
20-05-2013,Standard Class,BT-11395,Corporate,San Francisco,California,CA,West,Office Supplies,Binders,9.584,1,0.2,3.3544
23-06-2014,First Class,DC-12850,Consumer,Miami,Florida,FL,South,Office Supplies,Envelopes,37.608,3,0.2,12.6927
18-06-2014,First Class,LS-17200,Corporate,Skokie,Illinois,IL,Central,Office Supplies,Paper,12.224,2,0.2,4.4312
18-06-2014,First Class,LS-17200,Corporate,Skokie,Illinois,IL,Central,Office Supplies,Binders,2.304,4,0.8,-3.5712
18-06-2014,First Class,LS-17200,Corporate,Skokie,Illinois,IL,Central,Office Supplies,Binders,9.36,4,0.8,-16.38
15-11-2013,Standard Class,RR-19315,Consumer,San Francisco,California,CA,West,Office Supplies,Labels,7.38,2,0,3.4686
25-07-2011,Second Class,KL-16645,Consumer,San Francisco,California,CA,West,Office Supplies,Storage,53.72,4,0,15.0416
25-07-2011,Second Class,KL-16645,Consumer,San Francisco,California,CA,West,Office Supplies,Supplies,8187.65,5,0,327.506
25-07-2011,Second Class,KL-16645,Consumer,San Francisco,California,CA,West,Furniture,Furnishings,77.92,8,0,34.2848
02-07-2012,Same Day,RB-19435,Consumer,Houston,Texas,TX,Central,Office Supplies,Appliances,32.784,4,0.8,-85.2384
03-03-2014,Standard Class,MY-17380,Corporate,Los Angeles,California,CA,West,Technology,Phones,196.776,3,0.2,14.7582
03-03-2014,Standard Class,MY-17380,Corporate,Los Angeles,California,CA,West,Technology,Accessories,479.94,6,0,52.7934
19-11-2013,Standard Class,AW-10930,Home Office,Oklahoma City,Oklahoma,OK,Central,Office Supplies,Storage,1117.92,4,0,55.896
18-04-2012,First Class,KW-16570,Consumer,Monroe,Louisiana,LA,South,Technology,Accessories,106.5,6,0,41.535
03-12-2014,Standard Class,DB-12910,Home Office,Tampa,Florida,FL,South,Office Supplies,Binders,45.66,5,0.7,-33.484
12-11-2013,Standard Class,BB-11545,Corporate,Chicago,Illinois,IL,Central,Technology,Accessories,95.968,4,0.2,1.1996
12-11-2013,Standard Class,BB-11545,Corporate,Chicago,Illinois,IL,Central,Furniture,Chairs,47.992,2,0.3,-2.0568
05-09-2011,Standard Class,NP-18700,Consumer,Bowling Green,Ohio,OH,East,Office Supplies,Storage,264.32,2,0.2,19.824
15-11-2011,Standard Class,PB-19105,Consumer,Houston,Texas,TX,Central,Office Supplies,Envelopes,604.656,9,0.2,204.0714
03-05-2014,Standard Class,DW-13585,Corporate,Westfield,New Jersey,NJ,East,Furniture,Furnishings,129.93,3,0,12.993
16-10-2013,Standard Class,CD-12790,Home Office,Oklahoma City,Oklahoma,OK,Central,Office Supplies,Labels,20.16,7,0,9.8784
16-10-2013,Standard Class,CD-12790,Home Office,Oklahoma City,Oklahoma,OK,Central,Office Supplies,Labels,29.46,6,0,14.4354
16-10-2013,Standard Class,CD-12790,Home Office,Oklahoma City,Oklahoma,OK,Central,Office Supplies,Appliances,868.59,3,0,251.8911
16-10-2013,Standard Class,CD-12790,Home Office,Oklahoma City,Oklahoma,OK,Central,Office Supplies,Paper,12.96,2,0,6.2208
16-10-2013,Standard Class,CD-12790,Home Office,Oklahoma City,Oklahoma,OK,Central,Technology,Phones,5.5,1,0,1.375
16-10-2013,Standard Class,CD-12790,Home Office,Oklahoma City,Oklahoma,OK,Central,Office Supplies,Binders,121.6,4,0,55.936
06-04-2012,Standard Class,TT-21220,Consumer,Houston,Texas,TX,Central,Office Supplies,Art,42.048,9,0.2,5.256
06-04-2012,Standard Class,TT-21220,Consumer,Houston,Texas,TX,Central,Technology,Accessories,25.488,2,0.2,4.4604
06-04-2012,Standard Class,TT-21220,Consumer,Houston,Texas,TX,Central,Office Supplies,Binders,6.9,3,0.8,-12.075
06-04-2012,Standard Class,TT-21220,Consumer,Houston,Texas,TX,Central,Office Supplies,Binders,9.648,6,0.8,-16.884
06-04-2012,Standard Class,TT-21220,Consumer,Houston,Texas,TX,Central,Office Supplies,Paper,7.968,2,0.2,2.8884
24-10-2011,Standard Class,DB-12910,Home Office,Fort Lauderdale,Florida,FL,South,Office Supplies,Paper,10.368,2,0.2,3.6288
17-08-2011,Standard Class,DJ-13510,Corporate,Little Rock,Arkansas,AR,South,Office Supplies,Paper,114.2,5,0,52.532
17-08-2011,Standard Class,DJ-13510,Corporate,Little Rock,Arkansas,AR,South,Office Supplies,Binders,17.96,4,0,8.2616
17-08-2011,Standard Class,DJ-13510,Corporate,Little Rock,Arkansas,AR,South,Office Supplies,Fasteners,12.67,7,0,4.5612
17-08-2011,Standard Class,DJ-13510,Corporate,Little Rock,Arkansas,AR,South,Technology,Accessories,339.96,4,0,122.3856
16-08-2014,Second Class,DL-13495,Corporate,Philadelphia,Pennsylvania,PA,East,Office Supplies,Storage,1801.632,6,0.2,-337.806
06-09-2012,First Class,LO-17170,Corporate,La Quinta,California,CA,West,Technology,Accessories,46.32,4,0,18.0648
27-01-2012,Second Class,SV-20365,Consumer,Cleveland,Ohio,OH,East,Furniture,Chairs,181.986,2,0.3,-54.5958
27-01-2012,Second Class,SV-20365,Consumer,Cleveland,Ohio,OH,East,Technology,Phones,431.976,4,0.4,-100.7944
27-01-2012,Second Class,SV-20365,Consumer,Cleveland,Ohio,OH,East,Technology,Phones,155.37,1,0.4,-36.253
16-07-2012,Same Day,EM-13810,Corporate,San Francisco,California,CA,West,Furniture,Chairs,1348.704,6,0.2,-219.1644
16-07-2012,Same Day,EM-13810,Corporate,San Francisco,California,CA,West,Furniture,Chairs,700.152,3,0.2,78.7671
01-05-2013,Standard Class,KD-16615,Corporate,Scottsdale,Arizona,AZ,West,Furniture,Furnishings,111.888,7,0.2,22.3776
26-09-2011,Second Class,NB-18580,Corporate,Philadelphia,Pennsylvania,PA,East,Office Supplies,Appliances,143.952,3,0.2,14.3952
09-09-2013,Standard Class,AP-10720,Home Office,Malden,Massachusetts,MA,East,Furniture,Bookcases,173.94,3,0,13.9152
09-09-2013,Standard Class,AP-10720,Home Office,Malden,Massachusetts,MA,East,Office Supplies,Labels,14.76,4,0,6.9372
17-04-2014,Standard Class,JE-15745,Consumer,San Jose,California,CA,West,Office Supplies,Storage,205.92,4,0,2.0592
17-04-2014,Standard Class,JE-15745,Consumer,San Jose,California,CA,West,Furniture,Bookcases,102.833,1,0.15,-6.049
16-08-2012,Standard Class,JM-15865,Consumer,Phoenix,Arizona,AZ,West,Office Supplies,Art,2.304,1,0.2,0.2592
16-08-2012,Standard Class,JM-15865,Consumer,Phoenix,Arizona,AZ,West,Technology,Phones,1879.96,5,0.2,211.4955
16-08-2012,Standard Class,JM-15865,Consumer,Phoenix,Arizona,AZ,West,Office Supplies,Paper,313.024,8,0.2,105.6456
16-08-2012,Standard Class,JM-15865,Consumer,Phoenix,Arizona,AZ,West,Office Supplies,Labels,5.04,2,0.2,1.764
20-11-2014,Standard Class,AB-10105,Consumer,Henderson,Kentucky,KY,South,Furniture,Furnishings,821.88,6,0,213.6888
20-11-2014,Standard Class,AB-10105,Consumer,Henderson,Kentucky,KY,South,Office Supplies,Binders,21.96,2,0,10.7604
15-09-2013,Standard Class,PN-18775,Home Office,Columbia,South Carolina,SC,South,Office Supplies,Paper,25.92,4,0,12.4416
16-08-2013,Standard Class,JC-15775,Consumer,Tallahassee,Florida,FL,South,Technology,Phones,705.544,7,0.2,70.5544
26-09-2012,Standard Class,PF-19165,Consumer,New York City,New York,NY,East,Technology,Accessories,50,2,0,12
09-10-2013,Standard Class,BW-11110,Corporate,Houston,Texas,TX,Central,Furniture,Furnishings,51.712,8,0.6,-32.32
24-03-2012,Standard Class,BP-11185,Corporate,Coral Springs,Florida,FL,South,Office Supplies,Appliances,6.992,2,0.2,0.5244
31-05-2012,Standard Class,TM-21010,Consumer,Orem,Utah,UT,West,Furniture,Bookcases,1406.86,7,0,140.686
31-05-2012,Standard Class,TM-21010,Consumer,Orem,Utah,UT,West,Office Supplies,Labels,15.75,5,0,7.56
31-05-2012,Standard Class,TM-21010,Consumer,Orem,Utah,UT,West,Office Supplies,Storage,323.1,2,0,61.389
25-12-2012,Standard Class,MB-17305,Consumer,Nashville,Tennessee,TN,South,Office Supplies,Labels,9.216,4,0.2,3.3408
25-12-2012,Standard Class,MB-17305,Consumer,Nashville,Tennessee,TN,South,Office Supplies,Paper,10.368,2,0.2,3.6288
17-03-2012,Second Class,HR-14830,Corporate,New York City,New York,NY,East,Technology,Accessories,15.02,1,0,2.7036
17-03-2012,Second Class,HR-14830,Corporate,New York City,New York,NY,East,Office Supplies,Storage,33.82,2,0,9.1314
22-12-2014,First Class,BD-11635,Consumer,Bowling Green,Kentucky,KY,South,Technology,Accessories,71,4,0,27.69
02-11-2014,Second Class,SF-20200,Consumer,Bellingham,Washington,WA,West,Office Supplies,Binders,25.12,5,0.2,7.85
02-11-2014,Second Class,SF-20200,Consumer,Bellingham,Washington,WA,West,Furniture,Tables,2665.62,9,0,239.9058
08-09-2014,Standard Class,SP-20620,Corporate,New York City,New York,NY,East,Office Supplies,Storage,478.08,8,0,133.8624
28-12-2014,Same Day,DR-12880,Corporate,Newark,Ohio,OH,East,Technology,Phones,164.388,2,0.4,-35.6174
28-12-2014,Same Day,DR-12880,Corporate,Newark,Ohio,OH,East,Office Supplies,Art,13.248,4,0.2,3.6432
17-07-2014,Standard Class,VM-21685,Home Office,Woodstock,Illinois,IL,Central,Office Supplies,Art,2.912,2,0.2,0.91
13-08-2013,Second Class,CM-12235,Consumer,Carrollton,Texas,TX,Central,Technology,Accessories,1399.944,7,0.2,52.4979
10-07-2014,Standard Class,SM-20320,Home Office,Lafayette,Indiana,IN,Central,Furniture,Furnishings,526.45,5,0,31.587
22-11-2011,Standard Class,RA-19885,Corporate,Columbus,Georgia,GA,South,Office Supplies,Envelopes,16.23,3,0,7.9527
22-11-2011,Standard Class,RA-19885,Corporate,Columbus,Georgia,GA,South,Office Supplies,Binders,319.9,5,0,156.751
22-11-2011,Standard Class,RA-19885,Corporate,Columbus,Georgia,GA,South,Office Supplies,Envelopes,11.36,2,0,5.3392
22-11-2011,Standard Class,RA-19885,Corporate,Columbus,Georgia,GA,South,Office Supplies,Appliances,675.12,3,0,290.3016
27-01-2011,Standard Class,SD-20485,Home Office,Alexandria,Virginia,VA,South,Furniture,Furnishings,62.82,3,0,30.7818
27-01-2011,Standard Class,SD-20485,Home Office,Alexandria,Virginia,VA,South,Office Supplies,Storage,489.92,8,0,0
27-01-2011,Standard Class,SD-20485,Home Office,Alexandria,Virginia,VA,South,Office Supplies,Paper,19.44,3,0,9.3312
27-01-2011,Standard Class,SD-20485,Home Office,Alexandria,Virginia,VA,South,Office Supplies,Paper,16.68,2,0,8.34
27-01-2011,Standard Class,SD-20485,Home Office,Alexandria,Virginia,VA,South,Technology,Phones,155.35,13,0,0
27-01-2011,Standard Class,SD-20485,Home Office,Alexandria,Virginia,VA,South,Furniture,Furnishings,12.42,3,0,4.4712
27-01-2011,Standard Class,SD-20485,Home Office,Alexandria,Virginia,VA,South,Technology,Phones,187.98,2,0,52.6344
03-11-2012,Standard Class,CS-12250,Corporate,Haltom City,Texas,TX,Central,Office Supplies,Envelopes,6.608,2,0.2,2.1476
01-07-2014,Standard Class,RA-19285,Consumer,New York City,New York,NY,East,Office Supplies,Storage,248.57,7,0,67.1139
01-07-2014,Standard Class,RA-19285,Consumer,New York City,New York,NY,East,Furniture,Furnishings,22.23,1,0,9.7812
06-05-2013,Standard Class,BF-11005,Home Office,Los Angeles,California,CA,West,Office Supplies,Storage,5.98,1,0,1.0166
06-05-2013,Standard Class,BF-11005,Home Office,Los Angeles,California,CA,West,Technology,Phones,246.168,3,0.2,21.5397
09-09-2013,Standard Class,SE-20110,Consumer,Wheeling,Illinois,IL,Central,Furniture,Furnishings,14.136,2,0.6,-7.7748
09-09-2013,Standard Class,SE-20110,Consumer,Wheeling,Illinois,IL,Central,Furniture,Tables,601.47,3,0.5,-300.735
25-11-2014,Second Class,RS-19765,Corporate,Summerville,South Carolina,SC,South,Technology,Phones,79.1,2,0,39.55
25-11-2014,Second Class,RS-19765,Corporate,Summerville,South Carolina,SC,South,Office Supplies,Binders,327.84,8,0,157.3632
14-05-2014,Standard Class,BM-11650,Corporate,Columbus,Indiana,IN,Central,Office Supplies,Envelopes,180.96,2,0,81.432
14-05-2014,Standard Class,BM-11650,Corporate,Columbus,Indiana,IN,Central,Office Supplies,Binders,914.97,3,0,411.7365
14-05-2014,Standard Class,BM-11650,Corporate,Columbus,Indiana,IN,Central,Technology,Phones,587.97,3,0,158.7519
14-05-2014,Standard Class,BM-11650,Corporate,Columbus,Indiana,IN,Central,Office Supplies,Storage,530.34,2,0,95.4612
14-05-2014,Standard Class,BM-11650,Corporate,Columbus,Indiana,IN,Central,Office Supplies,Paper,14.94,3,0,7.3206
24-04-2014,Standard Class,SK-19990,Consumer,New York City,New York,NY,East,Office Supplies,Appliances,121.94,2,0,35.3626
24-04-2014,Standard Class,SK-19990,Consumer,New York City,New York,NY,East,Office Supplies,Supplies,122.71,7,0,36.813
05-06-2013,Same Day,EN-13780,Consumer,New York City,New York,NY,East,Office Supplies,Paper,14.94,3,0,7.0218
05-06-2013,Same Day,EN-13780,Consumer,New York City,New York,NY,East,Technology,Machines,1349.85,3,0,364.4595
05-06-2013,Same Day,EN-13780,Consumer,New York City,New York,NY,East,Furniture,Bookcases,136.784,1,0.2,5.1294
05-06-2013,Same Day,EN-13780,Consumer,New York City,New York,NY,East,Furniture,Furnishings,61.12,4,0,20.7808
16-12-2011,Standard Class,KN-16450,Corporate,Jacksonville,Florida,FL,South,Office Supplies,Binders,1.167,1,0.7,-0.8558
05-03-2013,Standard Class,MG-17890,Home Office,San Diego,California,CA,West,Office Supplies,Art,16.99,1,0,4.9271
25-11-2011,Standard Class,MC-17590,Corporate,Arlington,Texas,TX,Central,Technology,Accessories,24.672,3,0.2,0
25-11-2011,Standard Class,MC-17590,Corporate,Arlington,Texas,TX,Central,Office Supplies,Labels,2.52,1,0.2,0.882
25-11-2011,Standard Class,MC-17590,Corporate,Arlington,Texas,TX,Central,Furniture,Tables,1218.735,5,0.3,-121.8735
25-11-2011,Standard Class,MC-17590,Corporate,Arlington,Texas,TX,Central,Office Supplies,Labels,5.904,2,0.2,1.9926
25-11-2011,Standard Class,MC-17590,Corporate,Arlington,Texas,TX,Central,Office Supplies,Paper,15.696,3,0.2,5.1012
25-11-2011,Standard Class,MC-17590,Corporate,Arlington,Texas,TX,Central,Furniture,Furnishings,6.096,3,0.6,-3.9624
29-04-2013,Standard Class,BO-11350,Corporate,Los Angeles,California,CA,West,Furniture,Chairs,41.568,2,0.2,2.598
26-04-2011,Standard Class,AG-10300,Corporate,Los Angeles,California,CA,West,Furniture,Chairs,230.28,3,0.2,23.028
26-04-2011,Standard Class,AG-10300,Corporate,Los Angeles,California,CA,West,Office Supplies,Binders,18.288,6,0.2,5.715
02-04-2014,Standard Class,MS-17365,Consumer,San Francisco,California,CA,West,Office Supplies,Labels,5.78,2,0,2.7166
02-04-2014,Standard Class,MS-17365,Consumer,San Francisco,California,CA,West,Office Supplies,Binders,121.68,13,0.2,38.025
23-12-2014,Standard Class,JM-15655,Corporate,Carlsbad,New Mexico,NM,West,Office Supplies,Art,4.17,3,0,1.0842
23-12-2014,Standard Class,JM-15655,Corporate,Carlsbad,New Mexico,NM,West,Technology,Phones,67.04,4,0.2,6.704
23-12-2014,Standard Class,JM-15655,Corporate,Carlsbad,New Mexico,NM,West,Office Supplies,Storage,37.32,3,0,10.4496
23-12-2014,Standard Class,JM-15655,Corporate,Carlsbad,New Mexico,NM,West,Office Supplies,Labels,18.45,5,0,8.6715
03-12-2011,Second Class,MC-17635,Corporate,Saint Louis,Missouri,MO,Central,Office Supplies,Paper,25.92,4,0,12.4416
23-10-2014,First Class,TA-21385,Home Office,New York City,New York,NY,East,Technology,Copiers,11199.968,4,0.2,3919.9888
23-10-2014,First Class,TA-21385,Home Office,New York City,New York,NY,East,Technology,Phones,2399.6,8,0,647.892
23-10-2014,First Class,TA-21385,Home Office,New York City,New York,NY,East,Office Supplies,Envelopes,63.9,5,0,28.755
23-10-2014,First Class,TA-21385,Home Office,New York City,New York,NY,East,Technology,Phones,52.99,1,0,0.5299
14-11-2014,First Class,SB-20290,Corporate,Springfield,Ohio,OH,East,Technology,Accessories,60.864,4,0.2,9.1296
14-11-2014,First Class,SB-20290,Corporate,Springfield,Ohio,OH,East,Technology,Machines,652.995,7,0.7,-935.9595
14-11-2014,First Class,SB-20290,Corporate,Springfield,Ohio,OH,East,Office Supplies,Binders,11.22,10,0.7,-7.48
10-09-2012,Standard Class,AB-10150,Consumer,Tulsa,Oklahoma,OK,Central,Office Supplies,Paper,14.94,3,0,7.0218
16-05-2014,Standard Class,JF-15295,Consumer,Seattle,Washington,WA,West,Furniture,Furnishings,39.96,2,0,17.1828
16-05-2014,Standard Class,JF-15295,Consumer,Seattle,Washington,WA,West,Furniture,Chairs,42.624,2,0.2,4.2624
16-05-2014,Standard Class,JF-15295,Consumer,Seattle,Washington,WA,West,Furniture,Chairs,220.96,1,0.2,24.858
05-07-2012,Second Class,BF-10975,Corporate,Fayetteville,North Carolina,NC,South,Furniture,Furnishings,4.928,2,0.2,0.7392
05-07-2012,Second Class,BF-10975,Corporate,Fayetteville,North Carolina,NC,South,Office Supplies,Binders,7.23,5,0.7,-5.784
15-08-2012,Standard Class,TT-21265,Corporate,Los Angeles,California,CA,West,Office Supplies,Storage,323.1,2,0,61.389
13-06-2014,Standard Class,SB-20170,Consumer,New York City,New York,NY,East,Office Supplies,Paper,19.04,4,0,9.3296
13-06-2014,Standard Class,SB-20170,Consumer,New York City,New York,NY,East,Office Supplies,Binders,13.128,3,0.2,4.2666
13-06-2014,Standard Class,SB-20170,Consumer,New York City,New York,NY,East,Office Supplies,Art,64.14,3,0,16.6764
13-06-2014,Standard Class,SB-20170,Consumer,New York City,New York,NY,East,Furniture,Chairs,858.24,4,0.1,143.04
20-02-2012,Standard Class,LM-17065,Consumer,Hot Springs,Arkansas,AR,South,Technology,Accessories,29.99,1,0,2.999
30-12-2013,First Class,KA-16525,Consumer,Aurora,Illinois,IL,Central,Office Supplies,Paper,186.048,6,0.2,67.4424
18-04-2013,Second Class,BF-11170,Home Office,Raleigh,North Carolina,NC,South,Technology,Phones,36.792,1,0.2,4.1391
18-04-2013,Second Class,BF-11170,Home Office,Raleigh,North Carolina,NC,South,Furniture,Furnishings,18.624,8,0.2,6.2856
07-09-2011,Second Class,TB-21400,Consumer,Tulsa,Oklahoma,OK,Central,Furniture,Furnishings,57.69,3,0,23.6529
07-09-2011,Second Class,TB-21400,Consumer,Tulsa,Oklahoma,OK,Central,Office Supplies,Binders,42.81,3,0,20.1207
07-09-2011,Second Class,TB-21400,Consumer,Tulsa,Oklahoma,OK,Central,Office Supplies,Paper,12.96,2,0,6.2208
07-09-2011,Second Class,TB-21400,Consumer,Tulsa,Oklahoma,OK,Central,Furniture,Furnishings,821.88,6,0,213.6888
07-09-2011,Second Class,TB-21400,Consumer,Tulsa,Oklahoma,OK,Central,Technology,Phones,104.85,3,0,28.3095
27-09-2013,Standard Class,SH-19975,Corporate,Hesperia,California,CA,West,Furniture,Bookcases,424.9575,5,0.15,19.998
18-09-2014,Second Class,AS-10225,Corporate,Provo,Utah,UT,West,Office Supplies,Binders,10.776,3,0.2,3.5022
18-09-2014,Second Class,AS-10225,Corporate,Provo,Utah,UT,West,Office Supplies,Binders,11.784,3,0.2,4.2717
18-09-2014,Second Class,AS-10225,Corporate,Provo,Utah,UT,West,Office Supplies,Paper,164.88,3,0,80.7912
18-09-2014,Second Class,AS-10225,Corporate,Provo,Utah,UT,West,Furniture,Bookcases,1292.94,3,0,77.5764
18-09-2014,Second Class,AS-10225,Corporate,Provo,Utah,UT,West,Office Supplies,Binders,25.584,2,0.2,8.9544
18-09-2014,Second Class,AS-10225,Corporate,Provo,Utah,UT,West,Office Supplies,Storage,261.74,2,0,65.435
18-09-2014,Second Class,AS-10225,Corporate,Provo,Utah,UT,West,Office Supplies,Labels,14.4,5,0,7.056
17-08-2013,Standard Class,PK-19075,Consumer,San Francisco,California,CA,West,Office Supplies,Envelopes,10.86,3,0,5.1042
24-12-2012,Standard Class,HR-14830,Corporate,Gilbert,Arizona,AZ,West,Furniture,Chairs,883.84,4,0.2,99.432
29-11-2014,Standard Class,DG-13300,Corporate,New York City,New York,NY,East,Technology,Phones,1979.89,11,0,494.9725
29-11-2014,Standard Class,DG-13300,Corporate,New York City,New York,NY,East,Office Supplies,Envelopes,79.96,2,0,35.982
15-04-2014,First Class,CL-12700,Home Office,Springfield,Missouri,MO,Central,Office Supplies,Binders,8.76,2,0,4.2048
02-05-2013,First Class,HF-14995,Consumer,Memphis,Tennessee,TN,South,Office Supplies,Labels,3.984,1,0.2,1.2948
02-05-2013,First Class,HF-14995,Consumer,Memphis,Tennessee,TN,South,Furniture,Tables,370.62,3,0.4,-142.071
02-05-2013,First Class,HF-14995,Consumer,Memphis,Tennessee,TN,South,Office Supplies,Binders,2.742,2,0.7,-2.0108
02-10-2013,Same Day,HG-15025,Consumer,Amarillo,Texas,TX,Central,Technology,Accessories,79.512,3,0.2,20.8719
02-10-2013,Same Day,HG-15025,Consumer,Amarillo,Texas,TX,Central,Office Supplies,Paper,28.352,1,0.2,9.5688
25-08-2012,Standard Class,NL-18310,Home Office,Los Angeles,California,CA,West,Furniture,Chairs,40.784,1,0.2,4.5882
25-08-2012,Standard Class,NL-18310,Home Office,Los Angeles,California,CA,West,Office Supplies,Appliances,105.96,4,0,29.6688
09-09-2011,Second Class,RR-19525,Corporate,Lowell,Massachusetts,MA,East,Office Supplies,Paper,166.44,3,0,79.8912
09-09-2011,Second Class,RR-19525,Corporate,Lowell,Massachusetts,MA,East,Furniture,Chairs,785.88,6,0,212.1876
09-09-2011,Second Class,RR-19525,Corporate,Lowell,Massachusetts,MA,East,Office Supplies,Paper,26.2,2,0,12.838
09-09-2011,Second Class,RR-19525,Corporate,Lowell,Massachusetts,MA,East,Office Supplies,Storage,1325.85,5,0,238.653
04-12-2014,Same Day,TC-21295,Consumer,San Diego,California,CA,West,Office Supplies,Paper,166.44,3,0,79.8912
28-11-2014,Standard Class,DB-13615,Consumer,Asheville,North Carolina,NC,South,Office Supplies,Art,8.76,5,0.2,0.7665
28-11-2014,Standard Class,DB-13615,Consumer,Asheville,North Carolina,NC,South,Office Supplies,Appliances,43.584,1,0.2,4.3584
21-06-2011,Same Day,SV-20785,Consumer,Pueblo,Colorado,CO,West,Office Supplies,Binders,11.088,7,0.7,-8.1312
21-06-2011,Same Day,SV-20785,Consumer,Pueblo,Colorado,CO,West,Office Supplies,Binders,25.164,2,0.7,-16.776
22-01-2014,Standard Class,MH-18115,Home Office,Jackson,Michigan,MI,Central,Office Supplies,Binders,14.4,5,0,7.056
22-01-2014,Standard Class,MH-18115,Home Office,Jackson,Michigan,MI,Central,Technology,Accessories,619.95,5,0,111.591
22-01-2014,Standard Class,MH-18115,Home Office,Jackson,Michigan,MI,Central,Office Supplies,Binders,89.52,4,0,42.0744
